X,Z,Success?,Stair_Floor1,Stair_Floor2,Water_height,StairObstacle1,StairObstacle2,StairObstacle3
1,10.5,F,2,3,-5.5,5,6,4
1.5,10.5,S,2,3,10,6,1,5
2,10.5,S,2,2,0.1,1,8,5
2.5,10.5,S,1,1,-2.8,2,8,3
3,10.5,F,1,1,-8.4,5,8,2
3.5,10.5,N,1,1,-10,4,2,6
4,10.5,S,4,4,-2.1,2,3,1
4.5,10.5,S,1,2,-3.5,2,4,5
5,10.5,S,1,1,-3.8,2,8,4
5.5,10.5,S,3,4,-2,6,2,1
6,10.5,S,3,4,5.1,2,7,1
6.5,10.5,S,1,2,-3.6,7,4,5
7,10.5,S,1,1,-3.9,2,7,4
7.5,10.5,S,1,1,-3.7,2,6,4
8,10.5,S,1,2,-3.6,3,8,5
8.5,10.5,S,1,1,-3.9,2,4,6
9,10.5,S,1,1,-3.6,8,7,3
9.5,10.5,F,4,1,-7.9,7,6,1
10,10.5,S,1,1,-2.6,3,6,2
10.5,10.5,S,1,3,-0.2,8,6,5
11,10.5,N,1,3,-10,1,6,2
11.5,10.5,N,1,3,-10,4,8,7
12,10.5,N,1,3,-10,2,4,8
12.5,10.5,N,1,3,-10,1,3,6
13,10.5,N,1,3,-10,2,8,5
13.5,10.5,N,1,3,-10,4,2,5
14,10.5,N,1,3,-10,4,6,8
14.5,10.5,N,1,3,-10,1,4,5
15,10.5,N,1,3,-10,7,3,4
15.5,10.5,N,1,3,-10,4,8,7
16,10.5,N,1,3,-10,5,7,6
16.5,10.5,N,1,3,-10,3,8,5
17,10.5,N,1,3,-10,3,1,6
17.5,10.5,N,1,3,-10,7,5,4
18,10.5,N,1,3,-10,8,1,2
18.5,10.5,N,1,3,-10,1,7,8
19,10.5,N,1,3,-10,3,2,1
19.5,10.5,N,1,3,-10,2,6,8
-19.5,11,N,1,3,-10,2,5,6
-19,11,N,1,3,-10,8,3,6
-18.5,11,N,1,3,-10,5,2,6
-18,11,N,1,3,-10,1,3,4
-17.5,11,N,1,3,-10,1,5,7
-17,11,N,1,3,-10,4,8,1
-16.5,11,N,1,3,-10,4,7,3
-16,11,N,1,3,-10,3,2,6
-15.5,11,N,1,3,-10,5,4,7
-15,11,N,1,3,-10,8,5,3
-14.5,11,N,1,3,-10,4,7,5
-14,11,N,1,3,-10,2,3,6
-13.5,11,N,1,3,-10,8,4,2
-13,11,N,1,3,-10,2,5,6
-12.5,11,N,1,3,-10,8,2,6
-12,11,N,1,3,-10,4,3,7
-11.5,11,N,1,3,-10,6,7,4
-11,11,S,2,2,-4.2,5,1,3
-10.5,11,N,2,2,-10,2,7,8
-10,11,S,3,3,-0.5,8,1,2
-9.5,11,S,2,3,2.8,5,6,8
-9,11,S,2,2,-3.9,1,8,7
-8.5,11,S,2,2,-3.9,7,1,3
-8,11,S,1,1,-3.5,6,4,2
-7.5,11,F,2,1,-2.6,5,8,6
-7,11,N,2,1,-10,3,8,1
-6.5,11,S,2,2,-3.9,1,8,7
-6,11,F,2,2,-4.7,6,3,8
-5.5,11,N,2,2,-10,7,5,2
-5,11,N,2,2,-10,8,4,3
-4.5,11,S,1,1,-3.1,2,4,6
-4,11,S,2,2,-3.1,5,7,3
-3.5,11,F,2,2,-9.3,1,8,7
-3,11,S,2,2,-3.6,5,4,7
-2.5,11,F,2,2,-8.4,4,8,3
-2,11,N,2,2,-10,8,6,7
-1.5,11,S,2,1,-3,3,7,6
-1,11,S,1,4,4.7,6,5,7
-0.5,11,S,3,3,-2.4,2,5,1
0,11,S,2,1,-3.2,8,1,6
0.5,11,S,1,1,-2.8,6,3,4
1,11,S,1,2,-3.4,7,3,2
1.5,11,F,3,4,-7.3,4,2,1
2,11,S,1,2,-2.9,3,7,5
2.5,11,F,1,1,-4.6,4,8,7
3,11,S,2,2,0.3,8,7,1
3.5,11,S,1,2,-3.5,8,3,2
4,11,S,1,2,-3.3,7,8,4
4.5,11,S,4,4,3.1,3,1,2
5,11,S,2,2,-3.3,1,5,3
5.5,11,F,1,2,-6.7,3,5,6
6,11,F,1,2,-8.1,8,2,1
6.5,11,N,1,2,-10,6,2,8
7,11,N,1,2,-10,3,4,2
7.5,11,S,1,1,-3.8,3,2,8
8,11,S,1,1,-0.1,4,3,8
8.5,11,S,1,1,-3.9,7,4,6
9,11,S,1,2,-3.7,4,7,5
9.5,11,F,1,2,-7.1,7,5,6
10,11,S,3,4,-1.8,1,5,4
10.5,11,F,2,4,-2.2,8,6,5
11,11,N,2,4,-10,4,1,2
11.5,11,N,2,4,-10,1,8,6
12,11,N,2,4,-10,7,6,3
12.5,11,N,2,4,-10,3,7,1
13,11,N,2,4,-10,2,4,6
13.5,11,N,2,4,-10,6,5,1
14,11,N,2,4,-10,2,5,1
14.5,11,N,2,4,-10,3,2,7
15,11,N,2,4,-10,2,1,3
15.5,11,N,2,4,-10,8,7,1
16,11,N,2,4,-10,8,7,2
16.5,11,N,2,4,-10,2,7,1
17,11,N,2,4,-10,6,5,4
17.5,11,N,2,4,-10,5,7,4
18,11,N,2,4,-10,5,2,7
18.5,11,N,2,4,-10,6,5,2
19,11,N,2,4,-10,8,2,3
19.5,11,N,2,4,-10,6,1,3
-19.5,11.5,N,2,4,-10,6,2,5
-19,11.5,N,2,4,-10,6,2,5
-18.5,11.5,N,2,4,-10,1,7,5
-18,11.5,N,2,4,-10,2,7,8
-17.5,11.5,N,2,4,-10,5,7,6
-17,11.5,N,2,4,-10,5,6,4
-16.5,11.5,N,2,4,-10,5,8,6
-16,11.5,N,2,4,-10,2,1,5
-15.5,11.5,N,2,4,-10,5,7,4
-15,11.5,N,2,4,-10,4,2,7
-14.5,11.5,N,2,4,-10,4,6,5
-14,11.5,N,2,4,-10,1,4,2
-13.5,11.5,N,2,4,-10,1,2,8
-13,11.5,N,2,4,-10,4,6,1
-12.5,11.5,N,2,4,-10,8,5,1
-12,11.5,N,2,4,-10,1,2,6
-11.5,11.5,N,2,4,-10,7,4,1
-11,11.5,N,2,4,-10,6,2,3
-10.5,11.5,N,2,4,-10,6,2,3
-10,11.5,N,2,4,-10,3,2,6
-9.5,11.5,S,1,2,-1.6,2,8,5
-9,11.5,S,2,1,-3.4,3,6,4
-8.5,11.5,F,1,1,-8,7,3,2
-8,11.5,N,1,1,-10,6,1,5
-7.5,11.5,N,1,1,-10,5,3,1
-7,11.5,S,4,4,4,1,3,2
-6.5,11.5,S,3,3,3.1,2,1,5
-6,11.5,S,1,2,-3,5,2,3
-5.5,11.5,S,2,1,-3.5,6,3,4
-5,11.5,S,2,1,1.2,8,6,1
-4.5,11.5,S,2,2,-3.5,8,1,7
-4,11.5,S,1,2,-3.1,2,3,5
-3.5,11.5,S,2,1,-3.2,1,7,6
-3,11.5,S,2,2,-3.5,7,8,3
-2.5,11.5,F,1,2,-6.7,5,2,8
-2,11.5,S,1,1,-3.5,4,3,2
-1.5,11.5,S,1,1,-3.4,4,2,8
-1,11.5,F,1,1,0.9,6,7,5
-0.5,11.5,F,1,1,-4.1,6,8,7
0,11.5,F,1,1,-9,1,8,4
0.5,11.5,N,1,1,-10,2,4,7
1,11.5,N,1,1,-10,2,6,4
1.5,11.5,S,2,2,-3,8,4,1
2,11.5,S,2,2,-2.9,8,1,3
2.5,11.5,S,1,3,-1.9,6,3,5
3,11.5,F,1,3,-8.7,3,4,1
3.5,11.5,N,1,3,-10,4,6,8
4,11.5,S,4,4,-2.7,2,1,6
4.5,11.5,S,2,1,-2.8,6,1,7
5,11.5,F,2,3,0.1,5,8,6
5.5,11.5,S,1,1,-3.7,6,3,4
6,11.5,S,2,1,-2.3,6,1,7
6.5,11.5,S,2,2,-3.4,1,4,3
7,11.5,F,2,2,-4.2,4,2,1
7.5,11.5,S,4,4,-2.5,7,3,1
8,11.5,S,1,1,-3.8,8,7,4
8.5,11.5,S,1,1,-3.4,2,3,8
9,11.5,F,1,1,-9.4,3,1,6
9.5,11.5,N,1,1,-10,1,7,8
10,11.5,N,1,1,-10,2,7,5
10.5,11.5,S,1,1,-3.6,3,8,2
11,11.5,S,1,1,-3.9,4,6,3
11.5,11.5,N,1,1,-10,8,5,1
12,11.5,N,1,1,-10,3,7,6
12.5,11.5,N,1,1,-10,4,7,2
13,11.5,N,1,1,-10,1,2,4
13.5,11.5,N,1,1,-10,7,8,3
14,11.5,N,1,1,-10,8,4,1
14.5,11.5,N,1,1,-10,2,7,5
15,11.5,N,1,1,-10,2,4,6
15.5,11.5,N,1,1,-10,1,4,2
16,11.5,N,1,1,-10,6,8,5
16.5,11.5,N,1,1,-10,4,7,3
17,11.5,N,1,1,-10,4,2,5
17.5,11.5,N,1,1,-10,8,4,5
18,11.5,N,1,1,-10,4,5,3
18.5,11.5,N,1,1,-10,8,4,6
19,11.5,N,1,1,-10,1,3,2
19.5,11.5,N,1,1,-10,3,7,5
-19.5,12,N,1,1,-10,7,3,8
-19,12,N,1,1,-10,7,8,6
-18.5,12,N,1,1,-10,8,2,7
-18,12,N,1,1,-10,6,7,4
-17.5,12,N,1,1,-10,1,3,8
-17,12,N,1,1,-10,5,3,7
-16.5,12,N,1,1,-10,8,4,1
-16,12,N,1,1,-10,1,5,7
-15.5,12,N,1,1,-10,1,3,8
-15,12,N,1,1,-10,5,4,3
-14.5,12,N,1,1,-10,2,1,5
-14,12,N,1,1,-10,4,5,1
-13.5,12,N,1,1,-10,4,8,3
-13,12,N,1,1,-10,8,5,4
-12.5,12,N,1,1,-10,7,4,2
-12,12,N,1,1,-10,6,5,2
-11.5,12,N,1,1,-10,8,2,6
-11,12,N,1,1,-10,1,4,2
-10.5,12,S,2,2,-3.9,5,7,4
-10,12,S,2,1,-3.1,6,3,8
-9.5,12,S,1,1,-3.3,2,3,8
-9,12,S,2,2,-4.1,7,1,4
-8.5,12,S,2,2,-3.9,7,4,8
-8,12,S,2,2,-3.8,5,3,1
-7.5,12,F,2,1,-7.4,1,3,6
-7,12,S,2,3,2.6,6,5,8
-6.5,12,S,1,2,-3,2,5,8
-6,12,S,2,2,-1.7,5,8,3
-5.5,12,S,2,1,-3.4,6,1,7
-5,12,S,2,1,-3.2,8,7,6
-4.5,12,S,1,1,-3.2,8,4,2
-4,12,S,2,1,-2.9,3,1,6
-3.5,12,F,2,1,-8.1,4,3,5
-3,12,F,1,2,-7.8,3,4,8
-2.5,12,S,1,1,-3.1,6,8,2
-2,12,S,1,1,-3,7,6,3
-1.5,12,F,2,1,-7.7,4,6,8
-1,12,S,1,1,-3.5,2,8,3
-0.5,12,F,1,1,-9,1,6,5
0,12,N,1,1,-10,6,5,7
0.5,12,S,1,2,-2.7,4,3,5
1,12,S,2,2,-3.3,1,8,7
1.5,12,F,2,2,-8.6,2,1,6
2,12,S,2,1,-2.6,4,3,6
2.5,12,S,1,1,-3.3,8,4,7
3,12,F,2,2,-2.4,8,1,4
3.5,12,N,2,2,-10,2,7,8
4,12,N,2,2,-10,5,4,6
4.5,12,S,4,4,-2.5,2,7,1
5,12,S,1,2,-3.3,5,4,8
5.5,12,F,1,2,-6.7,1,4,8
6,12,S,2,1,3,6,7,1
6.5,12,S,1,3,2.5,5,6,8
7,12,S,1,1,-3.8,6,8,7
7.5,12,S,3,4,1.6,1,5,2
8,12,S,1,2,-3.4,8,5,3
8.5,12,F,1,2,-5.3,6,2,5
9,12,F,2,1,-7.5,6,4,8
9.5,12,F,1,1,-7.4,6,5,2
10,12,F,3,1,-1.9,7,1,8
10.5,12,F,3,1,-9.2,6,4,8
11,12,N,3,1,-10,8,3,2
11.5,12,N,3,1,-10,3,6,1
12,12,N,3,1,-10,7,5,1
12.5,12,N,3,1,-10,8,6,5
13,12,N,3,1,-10,4,8,7
13.5,12,N,3,1,-10,2,8,5
14,12,N,3,1,-10,4,7,3
14.5,12,N,3,1,-10,1,8,7
15,12,N,3,1,-10,4,3,5
15.5,12,N,3,1,-10,5,7,6
16,12,N,3,1,-10,3,6,7
16.5,12,N,3,1,-10,3,2,6
17,12,N,3,1,-10,2,3,1
17.5,12,N,3,1,-10,6,8,2
18,12,N,3,1,-10,7,1,4
18.5,12,N,3,1,-10,7,5,2
19,12,N,3,1,-10,2,1,3
19.5,12,N,3,1,-10,1,5,2
-19.5,12.5,N,3,1,-10,3,4,2
-19,12.5,N,3,1,-10,5,7,3
-18.5,12.5,N,3,1,-10,4,2,3
-18,12.5,N,3,1,-10,7,5,4
-17.5,12.5,N,3,1,-10,3,7,4
-17,12.5,N,3,1,-10,8,4,2
-16.5,12.5,N,3,1,-10,6,5,3
-16,12.5,N,3,1,-10,3,2,4
-15.5,12.5,N,3,1,-10,2,5,7
-15,12.5,N,3,1,-10,1,3,7
-14.5,12.5,N,3,1,-10,2,4,1
-14,12.5,N,3,1,-10,5,1,8
-13.5,12.5,N,3,1,-10,8,2,5
-13,12.5,N,3,1,-10,4,5,1
-12.5,12.5,N,3,1,-10,6,4,2
-12,12.5,N,3,1,-10,6,2,1
-11.5,12.5,N,3,1,-10,8,1,3
-11,12.5,F,2,2,-5.5,1,5,7
-10.5,12.5,N,2,2,-10,3,4,7
-10,12.5,F,2,2,-8.8,7,2,1
-9.5,12.5,F,2,2,1.5,8,2,1
-9,12.5,F,1,1,-8.5,2,3,8
-8.5,12.5,S,1,1,-1,8,6,2
-8,12.5,F,1,1,-5.6,6,2,1
-7.5,12.5,N,1,1,-10,8,2,5
-7,12.5,S,2,2,-3.9,3,5,1
-6.5,12.5,S,2,2,-3.8,1,3,5
-6,12.5,S,1,1,-2.8,7,8,2
-5.5,12.5,F,1,1,-7,6,2,5
-5,12.5,S,2,3,3.2,6,5,4
-4.5,12.5,S,2,3,4.4,6,5,1
-4,12.5,S,1,2,-1.5,2,5,8
-3.5,12.5,S,2,3,5.3,8,6,5
-3,12.5,F,2,3,-8.3,6,1,8
-2.5,12.5,S,2,2,-3.2,3,4,1
-2,12.5,S,3,3,-1.1,8,1,2
-1.5,12.5,S,1,1,-2.9,4,7,3
-1,12.5,F,1,2,-7.5,2,8,4
-0.5,12.5,F,1,2,-8.9,8,1,3
0,12.5,S,2,2,-3.3,7,3,1
0.5,12.5,F,2,2,-7.7,5,1,4
1,12.5,S,1,1,-3.6,6,4,3
1.5,12.5,S,1,1,-3.7,7,4,3
2,12.5,S,2,1,-0.7,6,1,7
2.5,12.5,F,2,1,-8.3,1,3,6
3,12.5,S,4,4,1.4,2,7,1
3.5,12.5,S,1,1,-3.7,7,6,8
4,12.5,S,2,2,-2.9,7,3,1
4.5,12.5,S,1,3,2,5,6,8
5,12.5,S,1,1,-3.6,2,4,3
5.5,12.5,S,1,2,-3.3,8,5,7
6,12.5,S,1,2,-2.9,5,2,4
6.5,12.5,S,3,4,-2,1,2,7
7,12.5,F,2,4,-8.4,7,1,8
7.5,12.5,S,1,3,-2.5,6,5,8
8,12.5,S,2,2,-0.9,3,1,7
8.5,12.5,S,1,1,-3.5,6,7,3
9,12.5,S,1,1,-3.6,6,4,8
9.5,12.5,S,2,2,-2.2,3,4,1
10,12.5,F,2,2,-9,5,6,1
10.5,12.5,F,1,2,-9.2,4,8,3
11,12.5,F,1,2,-9.3,4,2,6
11.5,12.5,N,1,2,-10,7,5,8
12,12.5,N,1,2,-10,1,5,6
12.5,12.5,N,1,2,-10,6,2,3
13,12.5,N,1,2,-10,2,6,7
13.5,12.5,N,1,2,-10,5,2,8
14,12.5,N,1,2,-10,1,6,8
14.5,12.5,N,1,2,-10,5,2,8
15,12.5,N,1,2,-10,1,6,8
15.5,12.5,N,1,2,-10,8,2,6
16,12.5,N,1,2,-10,4,6,1
16.5,12.5,N,1,2,-10,3,2,1
17,12.5,N,1,2,-10,7,3,4
17.5,12.5,N,1,2,-10,1,2,8
18,12.5,N,1,2,-10,3,5,1
18.5,12.5,N,1,2,-10,8,5,1
19,12.5,N,1,2,-10,6,5,7
19.5,12.5,N,1,2,-10,4,1,8
-19.5,13,N,1,2,-10,7,6,5
-19,13,N,1,2,-10,3,1,7
-18.5,13,N,1,2,-10,1,3,4
-18,13,N,1,2,-10,6,3,7
-17.5,13,N,1,2,-10,3,5,4
-17,13,N,1,2,-10,7,8,3
-16.5,13,N,1,2,-10,1,8,5
-16,13,N,1,2,-10,5,1,7
-15.5,13,N,1,2,-10,7,3,8
-15,13,N,1,2,-10,7,8,5
-14.5,13,N,1,2,-10,2,4,6
-14,13,N,1,2,-10,3,7,2
-13.5,13,N,1,2,-10,7,8,3
-13,13,N,1,2,-10,2,4,7
-12.5,13,N,1,2,-10,2,3,5
-12,13,N,1,2,-10,7,8,6
-11.5,13,N,1,2,-10,2,4,5
-11,13,S,2,2,-3.8,1,7,8
-10.5,13,N,2,2,-10,1,5,2
-10,13,S,2,2,-4,8,3,4
-9.5,13,F,2,2,1.5,1,4,2
-9,13,F,2,2,1.5,7,1,2
-8.5,13,S,2,2,-3.8,5,4,1
-8,13,F,2,2,-4,2,1,6
-7.5,13,N,2,2,-10,7,4,3
-7,13,N,2,2,-10,5,2,3
-6.5,13,N,2,2,-10,2,5,6
-6,13,S,1,2,-3.2,2,5,8
-5.5,13,S,2,3,-0.1,6,5,4
-5,13,S,2,2,-2.8,1,8,4
-4.5,13,S,1,1,-2.6,4,6,2
-4,13,S,1,2,-2.8,5,2,8
-3.5,13,F,1,1,-8.3,8,2,4
-3,13,S,1,2,-3.1,4,3,8
-2.5,13,S,1,2,-3.2,8,7,5
-2,13,S,1,1,-3.5,2,3,8
-1.5,13,S,2,1,-3.3,8,6,1
-1,13,F,1,1,5.1,5,2,6
-0.5,13,S,1,1,-3.4,4,8,3
0,13,S,1,2,0.6,5,3,2
0.5,13,F,1,2,-8.3,3,6,1
1,13,N,1,2,-10,6,4,5
1.5,13,S,1,1,-3.4,3,8,4
2,13,F,1,1,-8.9,1,6,4
2.5,13,S,1,2,-2.9,3,2,5
3,13,F,1,1,-4.5,2,8,6
3.5,13,S,1,1,-3.6,4,2,3
4.5,13,S,1,1,-3.4,6,8,3
5,13,S,1,1,-3.6,6,7,3
5.5,13,S,1,2,-3.4,2,5,4
6,13,F,2,1,-6.8,7,1,6
6.5,13,F,2,1,-9.2,5,2,6
7,13,N,2,1,-10,6,4,3
7.5,13,N,2,1,-10,4,7,8
8,13,S,2,2,-0.8,7,3,1
8.5,13,S,2,2,-1,1,5,8
9,13,S,2,2,-3.7,5,7,6
9.5,13,S,1,1,-3.7,3,6,4
10,13,S,2,2,-3.3,4,1,7
10.5,13,S,1,2,-3.1,2,3,5
11,13,N,1,2,-10,3,8,1
11.5,13,N,1,2,-10,6,7,2
12,13,N,1,2,-10,7,1,6
12.5,13,N,1,2,-10,3,5,1
13,13,N,1,2,-10,2,5,7
13.5,13,N,1,2,-10,6,1,4
14,13,N,1,2,-10,4,8,6
14.5,13,N,1,2,-10,8,5,1
15,13,N,1,2,-10,3,6,7
15.5,13,N,1,2,-10,5,1,3
16,13,N,1,2,-10,1,8,5
16.5,13,N,1,2,-10,5,4,2
17,13,N,1,2,-10,7,3,2
17.5,13,N,1,2,-10,5,8,2
18,13,N,1,2,-10,2,8,4
18.5,13,N,1,2,-10,3,6,8
19,13,N,1,2,-10,1,7,2
19.5,13,N,1,2,-10,4,3,1
-19.5,13.5,N,1,2,-10,2,4,1
-19,13.5,N,1,2,-10,4,5,7
-18.5,13.5,N,1,2,-10,7,4,1
-18,13.5,N,1,2,-10,1,7,5
-17.5,13.5,N,1,2,-10,4,3,2
-17,13.5,N,1,2,-10,5,7,6
-16.5,13.5,N,1,2,-10,1,8,4
-16,13.5,N,1,2,-10,4,5,1
-15.5,13.5,N,1,2,-10,2,4,7
-15,13.5,N,1,2,-10,6,1,4
-14.5,13.5,N,1,2,-10,5,2,8
-14,13.5,N,1,2,-10,8,7,4
-13.5,13.5,N,1,2,-10,1,3,4
-13,13.5,N,1,2,-10,4,8,5
-12.5,13.5,N,1,2,-10,2,5,3
-12,13.5,N,1,2,-10,4,5,8
-11.5,13.5,N,1,2,-10,8,6,4
-11,13.5,S,2,1,1.3,4,1,6
-10.5,13.5,S,2,2,-4,1,8,5
-10,13.5,F,2,1,-5,6,1,8
-9.5,13.5,S,2,2,-4,7,1,4
-9,13.5,S,2,1,-3.6,6,3,4
-8.5,13.5,S,2,2,-4,4,8,3
-8,13.5,F,2,2,1.5,6,8,2
-7.5,13.5,S,2,2,-3.8,8,4,3
-7,13.5,S,2,2,-3.9,7,5,4
-6.5,13.5,S,2,2,-3.9,1,3,7
-6,13.5,S,2,2,-3.6,7,3,1
-5.5,13.5,S,2,1,-1.4,6,3,8
-5,13.5,S,2,2,-3.6,8,1,3
-4.5,13.5,S,2,1,-3.1,7,6,1
-4,13.5,F,2,1,-9.1,1,7,8
-3,13.5,S,1,1,-2.6,2,4,7
-2.5,13.5,F,1,1,-9.2,1,3,8
-2,13.5,S,2,2,-3.2,1,5,8
-1.5,13.5,S,1,4,5.2,2,5,6
-1,13.5,S,2,2,4,8,1,7
-0.5,13.5,F,1,3,-0.6,5,6,4
0,13.5,F,1,3,-5.8,1,3,2
0.5,13.5,S,1,1,-3.2,6,2,4
1,13.5,S,2,1,-0.5,7,1,3
1.5,13.5,S,3,3,1.9,6,8,1
2,13.5,S,1,1,-3.7,3,7,6
2.5,13.5,S,1,1,-3.6,6,7,4
3,13.5,S,1,1,-3.6,2,7,3
3.5,13.5,S,1,2,-3.5,5,7,4
4,13.5,S,4,4,3.7,1,3,2
4.5,13.5,S,1,1,-3.8,8,6,4
5,13.5,S,1,1,-3.5,8,6,7
5.5,13.5,S,1,1,-3.6,8,7,2
6,13.5,S,2,3,0.7,1,6,5
6.5,13.5,F,2,3,-9.1,6,5,4
7,13.5,N,2,3,-10,1,2,8
7.5,13.5,N,2,3,-10,3,4,5
8,13.5,F,2,3,-9.3,6,3,5
8.5,13.5,N,2,3,-10,7,6,5
9,13.5,F,2,3,-9,2,3,5
9.5,13.5,S,1,3,4,2,5,6
10,13.5,S,1,1,-3.5,8,7,6
10.5,13.5,S,1,1,-3.5,7,8,3
11,13.5,S,1,1,-3,8,7,2
11.5,13.5,N,1,1,-10,1,7,2
12,13.5,N,1,1,-10,1,5,2
12.5,13.5,N,1,1,-10,5,2,4
13,13.5,N,1,1,-10,7,5,8
13.5,13.5,N,1,1,-10,1,4,6
14,13.5,N,1,1,-10,2,7,3
14.5,13.5,N,1,1,-10,5,7,2
15,13.5,N,1,1,-10,8,1,2
15.5,13.5,N,1,1,-10,7,6,5
16,13.5,N,1,1,-10,1,5,7
16.5,13.5,N,1,1,-10,1,8,2
17,13.5,N,1,1,-10,8,7,6
17.5,13.5,N,1,1,-10,8,5,4
18,13.5,N,1,1,-10,7,8,3
18.5,13.5,N,1,1,-10,5,8,1
19,13.5,N,1,1,-10,8,2,1
19.5,13.5,N,1,1,-10,5,7,1
-19.5,14,N,1,1,-10,5,7,8
-19,14,N,1,1,-10,3,7,4
-18.5,14,N,1,1,-10,6,3,8
-18,14,N,1,1,-10,7,1,3
-17.5,14,N,1,1,-10,1,2,4
-17,14,N,1,1,-10,1,3,5
-16.5,14,N,1,1,-10,5,4,6
-16,14,N,1,1,-10,7,1,3
-15.5,14,N,1,1,-10,1,7,8
-15,14,N,1,1,-10,8,7,3
-14.5,14,N,1,1,-10,8,5,2
-14,14,N,1,1,-10,7,6,1
-13.5,14,N,1,1,-10,8,3,2
-13,14,N,1,1,-10,6,3,7
-12.5,14,N,1,1,-10,8,1,5
-12,14,N,1,1,-10,8,4,2
-11.5,14,N,1,1,-10,1,5,8
-11,14,F,1,1,-10,4,2,1
-10.5,14,N,1,1,-10,1,5,3
-10,14,S,2,3,-0.2,8,5,6
-9.5,14,S,2,2,-3.9,3,4,1
-9,14,S,2,2,-4,4,3,7
-8.5,14,F,2,2,-8.6,6,1,8
-8,14,S,1,1,-2.5,8,6,2
-7.5,14,S,4,3,4.1,1,2,8
-7,14,S,2,1,-3.6,6,1,7
-6.5,14,F,1,1,-8.5,4,2,3
-6,14,F,2,2,-5.8,4,5,3
-5.5,14,S,3,3,1.3,1,2,8
-5,14,S,1,1,-2.9,7,6,2
-4.5,14,F,1,1,-10,2,1,3
-4,14,F,1,1,-8.9,5,2,4
-3.5,14,N,1,1,-10,1,6,5
-3,14,S,1,2,-2.3,7,5,2
-2.5,14,F,2,2,-3.2,1,5,7
-2,14,F,2,1,-8.1,1,8,6
-1.5,14,S,1,1,-3.4,6,2,7
-1,14,S,2,2,-3.3,8,3,1
-0.5,14,F,2,2,-5.5,6,4,1
0,14,N,2,2,-10,5,7,6
0.5,14,S,1,2,-2.7,4,3,5
1,14,F,1,2,-5.9,7,6,5
1.5,14,S,2,2,-3.2,1,7,8
2,14,F,2,2,-7.7,1,2,5
2.5,14,N,2,2,-10,1,6,3
3,14,S,1,2,-3.3,8,4,7
3.5,14,S,4,4,-2.5,3,1,5
4,14,F,4,4,-10,5,6,8
4.5,14,S,1,1,-3.6,3,7,8
5,14,S,2,2,-2.7,1,7,4
5.5,14,F,2,1,-5.4,3,1,6
6,14,F,2,1,-8.6,6,1,7
6.5,14,S,3,4,2.2,6,7,1
7,14,F,3,4,-8.8,8,5,1
7.5,14,F,3,4,-9.3,2,6,7
8,14,F,3,4,-9.2,7,2,8
8.5,14,N,3,4,-10,2,1,5
9,14,N,3,4,-10,8,3,7
9.5,14,N,3,4,-10,4,8,1
10,14,S,2,2,-2.5,1,3,4
10.5,14,S,1,1,5,6,7,8
11,14,F,1,1,-7.9,5,3,2
11.5,14,N,1,1,-10,5,1,4
12,14,N,1,1,-10,5,6,3
12.5,14,N,1,1,-10,8,1,2
13,14,N,1,1,-10,8,6,4
13.5,14,N,1,1,-10,1,2,8
14,14,N,1,1,-10,5,1,4
14.5,14,N,1,1,-10,5,6,8
15,14,N,1,1,-10,8,5,4
15.5,14,N,1,1,-10,1,6,4
16,14,N,1,1,-10,3,5,6
16.5,14,N,1,1,-10,4,3,5
17,14,N,1,1,-10,8,2,4
17.5,14,N,1,1,-10,4,6,8
18,14,N,1,1,-10,6,8,1
18.5,14,N,1,1,-10,6,2,5
19,14,N,1,1,-10,6,3,4
19.5,14,N,1,1,-10,6,1,5
-19.5,14.5,N,1,1,-10,5,7,4
-19,14.5,N,1,1,-10,4,1,3
-18.5,14.5,N,1,1,-10,5,2,1
-18,14.5,N,1,1,-10,3,8,7
-17.5,14.5,N,1,1,-10,5,8,7
-17,14.5,N,1,1,-10,4,7,1
-16.5,14.5,N,1,1,-10,4,6,3
-16,14.5,N,1,1,-10,8,3,4
-15.5,14.5,N,1,1,-10,7,2,4
-15,14.5,N,1,1,-10,7,8,4
-14.5,14.5,N,1,1,-10,3,1,2
-14,14.5,N,1,1,-10,7,5,1
-13.5,14.5,N,1,1,-10,6,8,4
-13,14.5,N,1,1,-10,7,6,3
-12.5,14.5,N,1,1,-10,1,8,3
-12,14.5,N,1,1,-10,6,4,7
-11.5,14.5,N,1,1,-10,7,5,6
-11,14.5,F,1,1,-10,8,1,7
-10.5,14.5,F,1,1,-10,5,3,1
-10,14.5,F,1,1,-10,5,8,7
-9.5,14.5,F,1,1,-10,5,3,2
-9,14.5,F,1,1,-10,4,5,7
-8.5,14.5,F,1,1,-10,8,5,2
-8,14.5,F,1,1,-10,1,2,8
-7.5,14.5,F,1,1,-10,7,8,2
-7,14.5,F,1,1,-10,7,2,6
-6.5,14.5,F,1,1,-10,5,8,6
-6,14.5,F,1,1,-10,2,3,4
-5.5,14.5,F,1,1,-10,8,1,2
-5,14.5,F,1,1,-10,4,8,7
-4.5,14.5,F,1,1,-8.8,2,3,8
-4,14.5,N,1,1,-10,5,1,7
-3.5,14.5,F,1,1,-10,3,6,2
-3,14.5,F,1,1,-10,2,6,1
-2.5,14.5,F,1,1,-10,3,1,6
-2,14.5,F,1,1,-10,2,5,4
-1.5,14.5,F,1,1,-10,7,5,4
